gid,geometry,경도,위도,여성인구비율,cctv개수,가로등개수,경찰서접근성,총점
다사52b21a,"MULTIPOLYGON (((126.9641318348368 37.28672477715713, 126.9640998719775 37.2912315740976, 126.9697407041764 37.2912569795748, 126.9697723306363 37.2867501785145, 126.9641318348368 37.28672477715713)))",126.9669362,37.2889909,0.261976269,0,0.179775281,0.148283419,0.230484407
다사59a22b,"MULTIPOLYGON (((127.0373760207739 37.30055456176879, 127.0373484127994 37.30506139849349, 127.0429903403889 37.30508332004382, 127.0430176117194 37.30057647976471, 127.0373760207739 37.30055456176879)))",127.0401831,37.30281896,0.26708425,0,0.176029963,0.137691746,0.228746033
다사59b20b,"MULTIPOLYGON (((127.0431266363586 37.28254908407467, 127.0430993892984 37.28705593818292, 127.0487399768265 37.28707757674059, 127.0487668875409 37.2825707191232, 127.0431266363586 37.28254908407467)))",127.0459332,37.28481335,0.125695349,0,0.02247191,0.115558802,0.218782241
다사53b21b,"MULTIPOLYGON (((126.9753815434155 37.29128211624343, 126.975350246391 37.29578891791738, 126.980991429073 37.29581378980954, 126.9810223896201 37.29130698410248, 126.9753815434155 37.29128211624343)))",126.9781864,37.29354797,0.228782754,0,0.142322097,0.131336742,0.217797398
다사53b24a,"MULTIPOLYGON (((126.9752249886063 37.3138160899846, 126.9751936567303 37.31832287434349, 126.9808365229234 37.31834776640827, 126.9808675179473 37.31384097801391, 126.9752249886063 37.3138160899846)))",126.9780307,37.31608195,0.122535211,0,0.014981273,0.10715851,0.214712447
다사51a18a,"MULTIPOLYGON (((126.9474080686615 37.25960618183205, 126.9473751406172 37.26411298693841, 126.9530139340029 37.26413917333898, 126.9530465261017 37.25963236398506, 126.9474080686615 37.25960618183205)))",126.9502109,37.2618727,0.227785087,0,0.179775281,0.166544923,0.21455473
다사50b18a,"MULTIPOLYGON (((126.941769618549 37.25957973117976, 126.9417363545611 37.26408653199498, 126.9473751406172 37.26411298693841, 126.9474080686615 37.25960618183205, 126.941769618549 37.25957973117976)))",126.9445723,37.26184638,0.121864879,0,0.071161049,0.161431702,0.212135533
다사59b20a,"MULTIPOLYGON (((127.0431538773549 37.27804222650952, 127.0431266363586 37.28254908407467, 127.0487668875409 37.2825707191232, 127.0487937922662 37.27806385804933, 127.0431538773549 37.27804222650952)))",127.0459603,37.28030649,0.210813597,0,0.112359551,0.112710007,0.211164054
다사61a19b,"MULTIPOLYGON (((127.0600998663181 37.27359944363801, 127.0600736399772 37.27810631505416, 127.0657135726272 37.27812714051743, 127.0657394627678 37.27362026572371, 127.0600998663181 37.27359944363801)))",127.0629066,37.27586331,0.194751112,0,0.08988764,0.105916728,0.210780199
다사60b18a,"MULTIPOLYGON (((127.054539927861 37.26005772818382, 127.0545133830516 37.2645646065457, 127.0601523014911 37.26458569043973, 127.0601785103259 37.26007880865789, 127.054539927861 37.26005772818382)))",127.057346,37.26232173,0.115999473,0,0.097378277,0.190942294,0.209563489
다사53a21b,"MULTIPOLYGON (((126.9697407041764 37.2912569795748, 126.9697090706761 37.29576377717205, 126.975350246391 37.29578891791738, 126.9753815434155 37.29128211624343, 126.9697407041764 37.2912569795748)))",126.9725454,37.29352297,0.198187736,0,0.108614232,0.118261505,0.207835009
다사59b15a,"MULTIPOLYGON (((127.0434259541089 37.23297346076127, 127.0433987736748 37.23748035288719, 127.0490356655122 37.23750195286696, 127.0490625104229 37.23299505723641, 127.0434259541089 37.23297346076127)))",127.0462307,37.23523773,0.277381939,0,0.172284644,0.101314828,0.206412123
다사53b19a,"MULTIPOLYGON (((126.975537924089 37.26874805593837, 126.9755066618754 37.27325487492357, 126.9811461629187 37.27327972665495, 126.9811770890291 37.268772903639, 126.975537924089 37.26874805593837)))",126.978342,37.27101391,0.211124136,0,0.116104869,0.110226443,0.20524571
다사62b18b,"MULTIPOLYGON (((127.0770690915142 37.26464733074445, 127.0770438850016 37.2691542190709, 127.0826831623831 37.2691742319566, 127.082708032841 37.26466734038406, 127.0770690915142 37.26464733074445)))",127.079876,37.2669108,0.272864198,0,0.191011236,0.122717312,0.204570274
다사59a20a,"MULTIPOLYGON (((127.0375139685062 37.27802032627933, 127.0374863912403 37.28252718029217, 127.0431266363586 37.28254908407467, 127.0431538773549 37.27804222650952, 127.0375139685062 37.27802032627933)))",127.0403202,37.28028473,0.263737495,0,0.172284644,0.112929145,0.204381996
다사60b19b,"MULTIPOLYGON (((127.0544602757051 37.27357835290286, 127.0544337131652 37.27808522089782, 127.0600736399772 37.27810631505416, 127.0600998663181 37.27359944363801, 127.0544602757051 37.27357835290286)))",127.0572669,37.27584236,0.255911594,0,0.112359551,0.06018992,0.203741963
다사52b23a,"MULTIPOLYGON (((126.9640039407019 37.30475194413733, 126.9639719493719 37.30925872722283, 126.9696141279169 37.30928414918408, 126.969645782548 37.30477736197684, 126.9640039407019 37.30475194413733)))",126.966809,37.30701807,0.237790528,0,0.142322097,0.106135866,0.201604296
다사58a15a,"MULTIPOLYGON (((127.0265163217564 37.23290706181023, 127.0264881347604 37.23741394316114, 127.0321250082242 37.23743634803338, 127.032152859701 37.23292946304727, 127.0265163217564 37.23290706181023)))",127.0293206,37.23517173,0.240526733,0,0.191011236,0.149379109,0.198894606
다사61b16b,"MULTIPOLYGON (((127.0658946826583 37.24657894441184, 127.065868827069 37.25108583993325, 127.071506749394 37.25110637670441, 127.0715322692303 37.24659947785134, 127.0658946826583 37.24657894441184)))",127.0687006,37.24884268,0.265066336,0,0.198501873,0.127465303,0.194029767
다사63a18b,"MULTIPOLYGON (((127.082708032841 37.26466734038406, 127.0826831623831 37.2691742319566, 127.0883224453006 37.26919397623305, 127.0883469797026 37.26468708145797, 127.082708032841 37.26466734038406)))",127.0855152,37.26693068,0.262945101,0.166666667,0.082397004,0.176625274,0.190506705
다사56b16a,"MULTIPOLYGON (((127.0095483522682 37.24185198550027, 127.0095191457261 37.2463588487683, 127.0151566713978 37.24638206605763, 127.0151855422758 37.24187519902294, 127.0095483522682 37.24185198550027)))",127.0123524,37.24411705,0.24151011,0,0.074906367,0.020160701,0.186764444
다사52b21b,"MULTIPOLYGON (((126.9640998719775 37.2912315740976, 126.964067902003 37.29573836757456, 126.9697090706761 37.29576377717205, 126.9697407041764 37.2912569795748, 126.9640998719775 37.2912315740976)))",126.9669044,37.2934977,0.246749839,0,0.149812734,0.089627465,0.186564571
다사60a15a,"MULTIPOLYGON (((127.0490625104229 37.23299505723641, 127.0490356655122 37.23750195286696, 127.0546725633248 37.23752328454741, 127.0546990727106 37.23301638545578, 127.0490625104229 37.23299505723641)))",127.0518675,37.23525919,0.26277848,0,0.153558052,0.073849525,0.183069953
다사58b18a,"MULTIPOLYGON (((127.0319856578231 37.25997072111738, 127.0319577691293 37.2644775853638, 127.037596663485 37.26449974349836, 127.0376242162098 37.25999287565772, 127.0319856578231 37.25997072111738)))",127.0347911,37.26223525,0.324990094,0,0.205992509,0.062892622,0.181890207
다사52a16a,"MULTIPOLYGON (((126.9588139436361 37.2416309887781, 126.9587817161874 37.24613781618688, 126.9644191806613 37.2461634488596, 126.9644510724601 37.24165661729232, 126.9588139436361 37.2416309887781)))",126.9616165,37.24389724,0.234754025,0,0.269662921,0.214901388,0.179992491
다사57a24a,"MULTIPOLYGON (((127.0147228362402 37.31398465655342, 127.0146938623622 37.31849146824462, 127.0203367752821 37.31851447678274, 127.0203654122971 37.31400766136139, 127.0147228362402 37.31398465655342)))",127.0175297,37.31624959,0.004556752,0,0.123595506,0.298100804,0.17906205
다사58b22b,"MULTIPOLYGON (((127.0317344359731 37.30053237486541, 127.031706491356 37.30503920799212, 127.0373484127994 37.30506139849349, 127.0373760207739 37.30055456176879, 127.0317344359731 37.30053237486541)))",127.0345413,37.30279691,0.267901527,0.166666667,0.052434457,0.129656684,0.178457087
다사55b22b,"MULTIPOLYGON (((126.9978850604 37.30039360644069, 126.9978550959584 37.30490041706366, 127.003496978952 37.30492422125178, 127.0035266067599 37.30041740676917, 126.9978850604 37.30039360644069)))",127.0006909,37.30265894,0.219518058,0,0.127340824,0.085244704,0.177421939
다사57b17a,"MULTIPOLYGON (((127.0207656619319 37.25091188226656, 127.0207371140151 37.25541874610946, 127.0263753240229 37.25544143399662, 127.0264035361232 37.25093456647326, 127.0207656619319 37.25091188226656)))",127.0235704,37.25317668,0.269768969,0,0.168539326,0.076186998,0.177416641
다사61b18b,"MULTIPOLYGON (((127.0657912257645 37.26460650577145, 127.0657653471464 37.269113387475, 127.0714046132312 37.26913393757674, 127.0714301557972 37.26462705253996, 127.0657912257645 37.26460650577145)))",127.0685978,37.26687024,0.2665682,0,0.247191011,0.156318481,0.175695669
다사60b17a,"MULTIPOLYGON (((127.0545929997591 37.25104396109419, 127.0545664667631 37.2555508463666, 127.0602047133281 37.25557192342112, 127.0602309104991 37.25106503472954, 127.0545929997591 37.25104396109419)))",127.0573988,37.25330796,0.046248907,0,0.059925094,0.187582177,0.17390599
다사57a23a,"MULTIPOLYGON (((127.0147807646512 37.30497102279085, 127.0147518036693 37.30947784140211, 127.0203940429382 37.30950084248038, 127.0204226672069 37.30499402013986, 127.0147807646512 37.30497102279085)))",127.0175873,37.30723595,0.26867861,0.166666667,0.06741573,0.138422206,0.173018419
다사58a18b,"MULTIPOLYGON (((127.0263188809816 37.26445515867137, 127.0262906500376 37.26896201582247, 127.0319298742277 37.26898444615309, 127.0319577691293 37.2644775853638, 127.0263188809816 37.26445515867137)))",127.0291243,37.26671982,0.241089737,0,0.142322097,0.073046019,0.171813659
다사54b22a,"MULTIPOLYGON (((126.9866326186472 37.29583839284749, 126.986601987762 37.30034519908228, 126.992243520709 37.3003695372114, 126.9922738150387 37.29586272703022, 126.9866326186472 37.29583839284749)))",126.989438,37.29810399,0.256594143,0,0.172284644,0.08568298,0.169992479
다사51b17b,"MULTIPOLYGON (((126.9530791109476 37.25512555116772, 126.9530465261017 37.25963236398506, 126.9586849907951 37.25965827763768, 126.9587172397686 37.25515146061682, 126.9530791109476 37.25512555116772)))",126.955882,37.25739194,0.237211059,0,0.232209738,0.164937911,0.169939232
다사59a23b,"MULTIPOLYGON (((127.0373207986789 37.30956823176013, 127.0372931784109 37.31407506156854, 127.0429357795133 37.31409699022892, 127.0429630629874 37.30959015686527, 127.0373207986789 37.30956823176013)))",127.0401282,37.31183263,0.254280245,0,0.322097378,0.237472608,0.169655475
다사56b16b,"MULTIPOLYGON (((127.0095191457261 37.2463588487683, 127.0094899326831 37.25086570857804, 127.0151277940937 37.25088892963451, 127.0151566713978 37.24638206605763, 127.0095191457261 37.2463588487683)))",127.0123234,37.24862391,0.216238608,0,0.097378277,0.048721695,0.167582025
다사62b21b,"MULTIPOLYGON (((127.0769177682479 37.29168860888922, 127.0768925280499 37.29619547648905, 127.082533823331 37.29621550885935, 127.0825587270253 37.29170863801114, 127.0769177682479 37.29168860888922)))",127.0797257,37.29395208,0.217604685,0,0.202247191,0.151351351,0.166708845
다사51a19b,"MULTIPOLYGON (((126.9473092625384 37.27312658675866, 126.9472763125004 37.27763338147228, 126.9529161141709 37.27765958061858, 126.9529487280391 37.27315278165588, 126.9473092625384 37.27312658675866)))",126.9501126,37.27539311,0.231855315,0,0.325842697,0.257633309,0.163645928
다사52b16b,"MULTIPOLYGON (((126.9644191806613 37.2461634488596, 126.9643872817639 37.25067027696488, 126.9700250890626 37.25069564538121, 126.9700566522338 37.24618881316048, 126.9644191806613 37.2461634488596)))",126.9672221,37.24842957,0.281261189,0,0.284644195,0.165522279,0.162139273
다사56a20b,"MULTIPOLYGON (((127.003645052066 37.28239011423485, 127.0036154506253 37.28689694255873, 127.0092559941233 37.28692046254001, 127.0092852592285 37.2824136304019, 127.003645052066 37.28239011423485)))",127.0064504,37.28465531,0.248450834,0,0.187265918,0.099561724,0.16074664
다사50a19a,"MULTIPOLYGON (((126.9360639685004 37.26856660152522, 126.9360303536106 37.2730733910754, 126.9416698043706 37.27310012323147, 126.9417030831689 37.26859332934559, 126.9360639685004 37.26856660152522)))",126.9388668,37.27083338,0.23088451,0,0.209737828,0.128853178,0.14999986
다사53a18b,"MULTIPOLYGON (((126.9699303573893 37.26421612127286, 126.9698987661061 37.26872293964604, 126.975537924089 37.26874805593837, 126.9755691793453 37.26424123349137, 126.9699303573893 37.26421612127286)))",126.9727341,37.26648211,0.24073269,0,0.198501873,0.107596786,0.149827603
다사60b20b,"MULTIPOLYGON (((127.0544071447124 37.28259208543686, 127.0543805703453 37.28709894651981, 127.0600211697797 37.28712004751966, 127.0600474077982 37.28261318301475, 127.0544071447124 37.28259208543686)))",127.0572141,37.28485609,0.333196073,0,0.280898876,0.097224251,0.149521448
다사59a22a,"MULTIPOLYGON (((127.0374036226038 37.29604772158615, 127.0373760207739 37.30055456176879, 127.0430176117194 37.30057647976471, 127.0430448769802 37.29606963602809, 127.0374036226038 37.29604772158615)))",127.0402105,37.29831212,0.337351056,0,0.299625468,0.104382761,0.142108349
